,sample,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,press_0,press_1,press_2,press_3,press_4,press_5,cop_x_r,cop_y_r,cop_x_l,cop_y_l,cop_x_all,cop_y_all
1814,18150,334,934,960,331,974,813,30.0609,2.54898,1.75547,30.4654,1.34574,6.90959,0.305601,-5.62192,0.211878,-4.54468,-0.0953501,-0.796641
1815,18160,334,934,962,331,975,814,30.0609,2.54898,1.69621,30.4654,1.31692,6.86824,0.31069,-5.63646,0.210957,-4.57194,-0.0927082,-0.817824
1816,18170,333,934,962,330,974,814,30.1949,2.54898,1.69621,30.6019,1.34574,6.86824,0.310646,-5.64245,0.206733,-4.57288,-0.0958081,-0.822598
1817,18180,333,934,961,330,975,814,30.1949,2.54898,1.72581,30.6019,1.31692,6.86824,0.308115,-5.63521,0.208698,-4.57817,-0.0898128,-0.821837
1818,18190,333,935,960,330,977,814,30.1949,2.51765,1.75547,30.6019,1.25947,6.86824,0.303668,-5.63939,0.212802,-4.59273,-0.0842503,-0.829914
1819,18200,333,934,960,328,975,814,30.1949,2.54898,1.75547,30.8774,1.31692,6.86824,0.305578,-5.62797,0.204389,-4.59463,-0.118463,-0.826897
1820,18210,333,934,962,328,975,815,30.1949,2.54898,1.69621,30.8774,1.31692,6.82699,0.310646,-5.64245,0.201338,-4.61241,-0.119764,-0.843763
1821,18220,332,935,961,328,976,815,30.3298,2.51765,1.72581,30.8774,1.28817,6.82699,0.306181,-5.65261,0.203285,-4.61764,-0.101946,-0.851588
1822,18230,332,935,961,328,977,815,30.3298,2.51765,1.72581,30.8774,1.25947,6.82699,0.306181,-5.65261,0.205406,-4.62689,-0.0980828,-0.855784
1823,18240,333,934,961,328,976,816,30.1949,2.54898,1.72581,30.8774,1.28817,6.78585,0.308115,-5.63521,0.199885,-4.62735,-0.110886,-0.849912
1824,18250,331,935,960,327,976,818,30.4654,2.51765,1.75547,31.0164,1.28817,6.70385,0.303638,-5.65137,0.190931,-4.65267,-0.0904333,-0.876188
1825,18260,332,935,961,326,977,819,30.3298,2.51765,1.72581,31.1562,1.25947,6.663,0.306181,-5.65261,0.187829,-4.68551,-0.117551,-0.893305
1826,18270,331,935,961,326,975,818,30.4654,2.51765,1.72581,31.1562,1.31692,6.70385,0.306156,-5.65857,0.186994,-4.6575,-0.111912,-0.881929
1827,18280,332,936,962,326,976,817,30.3298,2.48638,1.69621,31.1562,1.28817,6.7448,0.306807,-5.67122,0.192609,-4.66118,-0.133539,-0.884969
1828,18290,331,935,960,325,976,819,30.4654,2.51765,1.75547,31.2969,1.28817,6.663,0.303638,-5.65137,0.183589,-4.68218,-0.118687,-0.89297
1829,18300,331,935,962,326,977,817,30.4654,2.51765,1.69621,31.1562,1.25947,6.7448,0.308669,-5.66575,0.194706,-4.6704,-0.109184,-0.888415
1830,18310,330,936,962,325,977,818,30.6019,2.48638,1.69621,31.2969,1.25947,6.70385,0.306751,-5.68297,0.189327,-4.68994,-0.109911,-0.90874
1831,18320,331,936,962,325,977,818,30.4654,2.48638,1.69621,31.2969,1.25947,6.70385,0.306779,-5.6771,0.189327,-4.68994,-0.126179,-0.904879
1832,18330,331,935,963,325,976,819,30.4654,2.51765,1.66667,31.2969,1.28817,6.663,0.311176,-5.67291,0.184065,-4.69432,-0.124958,-0.907863
1833,18340,331,936,962,323,977,818,30.4654,2.48638,1.69621,31.5809,1.25947,6.70385,0.306779,-5.6771,0.185303,-4.70976,-0.15747,-0.914813
1834,18350,331,935,963,325,977,816,30.4654,2.51765,1.66667,31.2969,1.25947,6.78585,0.311176,-5.67291,0.196199,-4.67482,-0.129719,-0.891455
1835,18360,331,936,963,325,971,817,30.4654,2.48638,1.66667,31.2969,1.43254,6.7448,0.309289,-5.68427,0.180297,-4.62915,-0.154186,-0.877729
1836,18370,331,936,961,324,978,817,30.4654,2.48638,1.72581,31.4385,1.23083,6.7448,0.304264,-5.66991,0.192556,-4.69545,-0.138752,-0.902202
1837,18380,331,935,963,325,978,817,30.4654,2.51765,1.66667,31.2969,1.23083,6.7448,0.311176,-5.67291,0.194928,-4.69362,-0.123024,-0.902516
1838,18390,331,934,962,324,978,817,30.4654,2.54898,1.69621,31.4385,1.23083,6.7448,0.310559,-5.65439,0.192722,-4.6995,-0.132281,-0.897905
1839,18400,331,936,961,324,978,817,30.4654,2.48638,1.72581,31.4385,1.23083,6.7448,0.304264,-5.66991,0.192556,-4.69545,-0.138752,-0.902202
1840,18410,331,936,964,324,980,817,30.4654,2.48638,1.63719,31.4385,1.17372,6.7448,0.311794,-5.69143,0.19721,-4.72593,-0.137415,-0.925407
1841,18420,331,936,963,324,978,815,30.4654,2.48638,1.66667,31.4385,1.23083,6.82699,0.309289,-5.68427,0.199591,-4.68439,-0.148656,-0.898344
1842,18430,331,936,962,324,977,815,30.4654,2.48638,1.69621,31.4385,1.25947,6.82699,0.306779,-5.6771,0.197338,-4.67122,-0.15037,-0.889237
1843,18440,331,933,962,324,979,815,30.4654,2.58039,1.69621,31.4385,1.20225,6.82699,0.312449,-5.64303,0.201499,-4.6895,-0.129917,-0.883699
1844,18450,331,936,962,323,976,815,30.4654,2.48638,1.69621,31.5809,1.28817,6.82699,0.306779,-5.6771,0.193215,-4.67212,-0.169787,-0.890075
1845,18460,332,935,962,325,979,814,30.3298,2.51765,1.69621,31.2969,1.20225,6.86824,0.308704,-5.65982,0.206953,-4.66987,-0.141958,-0.877173
1846,18470,332,935,962,325,977,814,30.3298,2.51765,1.69621,31.2969,1.25947,6.86824,0.308704,-5.65982,0.202765,-4.65155,-0.149584,-0.868836
1847,18480,332,934,962,324,977,815,30.3298,2.54898,1.69621,31.4385,1.25947,6.82699,0.310602,-5.64842,0.197338,-4.67122,-0.157996,-0.876131
1848,18490,332,935,961,324,976,815,30.3298,2.51765,1.72581,31.4385,1.28817,6.82699,0.306181,-5.65261,0.195088,-4.65807,-0.164001,-0.871635
1849,18500,333,935,961,323,979,814,30.1949,2.51765,1.72581,31.5809,1.20225,6.86824,0.306207,-5.64665,0.202603,-4.68587,-0.187229,-0.878419
1850,18510,333,935,961,324,978,815,30.1949,2.51765,1.72581,31.4385,1.23083,6.82699,0.306207,-5.64665,0.199247,-4.67633,-0.172539,-0.876107
1851,18520,334,936,962,323,978,815,30.0609,2.48638,1.69621,31.5809,1.23083,6.82699,0.306863,-5.65942,0.197357,-4.69035,-0.210723,-0.886896
1852,18530,334,935,962,323,978,815,30.0609,2.51765,1.69621,31.5809,1.23083,6.82699,0.308776,-5.64794,0.197357,-4.69035,-0.206404,-0.882269
1853,18540,335,936,962,323,978,814,29.9277,2.48638,1.69621,31.5809,1.23083,6.86824,0.306891,-5.65349,0.200704,-4.68079,-0.229657,-0.876156
1854,18550,335,933,962,323,978,815,29.9277,2.58039,1.69621,31.5809,1.23083,6.82699,0.312655,-5.61893,0.197357,-4.69035,-0.213802,-0.86916
1855,18560,335,934,962,322,980,815,29.9277,2.54898,1.69621,31.7243,1.17372,6.82699,0.310734,-5.63045,0.199419,-4.71847,-0.226264,-0.887224
1856,18570,336,934,961,321,977,816,29.7952,2.54898,1.72581,31.8685,1.25947,6.78585,0.308215,-5.61711,0.187729,-4.70666,-0.264357,-0.877967
1857,18580,336,934,962,321,977,814,29.7952,2.54898,1.69621,31.8685,1.25947,6.86824,0.310777,-5.62443,0.194513,-4.69173,-0.272106,-0.86914
1858,18590,336,933,961,321,979,815,29.7952,2.58039,1.72581,31.8685,1.20225,6.82699,0.310147,-5.60555,0.195131,-4.7153,-0.255273,-0.874781
1859,18600,337,934,961,321,978,816,29.6636,2.54898,1.72581,31.8685,1.23083,6.78585,0.308249,-5.61105,0.189774,-4.71571,-0.276566,-0.878364
1860,18610,336,933,960,321,977,814,29.7952,2.58039,1.75547,31.8685,1.25947,6.86824,0.307582,-5.59822,0.194183,-4.68376,-0.263459,-0.854626
1861,18620,337,934,959,321,979,815,29.6636,2.54898,1.78519,31.8685,1.20225,6.82699,0.303087,-5.5963,0.194798,-4.70727,-0.271282,-0.865692
1862,18630,337,934,962,321,977,815,29.6636,2.54898,1.69621,31.8685,1.25947,6.82699,0.310822,-5.6184,0.191197,-4.70121,-0.28529,-0.87225
1863,18640,338,934,961,320,976,815,29.5327,2.54898,1.72581,32.0136,1.28817,6.82699,0.308282,-5.60498,0.186959,-4.69816,-0.318541,-0.864507
1864,18650,337,933,960,321,979,815,29.6636,2.58039,1.75547,31.8685,1.20225,6.82699,0.307613,-5.59209,0.194964,-4.71128,-0.269078,-0.866028
1865,18660,338,934,960,321,976,815,29.5327,2.54898,1.75547,31.8685,1.28817,6.82699,0.305693,-5.59758,0.188824,-4.68419,-0.300673,-0.854358
1866,18670,338,933,960,321,978,814,29.5327,2.58039,1.75547,31.8685,1.23083,6.86824,0.307644,-5.58595,0.196232,-4.69279,-0.291553,-0.851169
1867,18680,338,934,960,320,977,814,29.5327,2.54898,1.75547,32.0136,1.25947,6.86824,0.305693,-5.59758,0.192135,-4.69377,-0.315391,-0.856831
1868,18690,339,934,959,321,977,814,29.4026,2.54898,1.78519,31.8685,1.25947,6.86824,0.303112,-5.58402,0.194017,-4.67977,-0.313399,-0.842865
1869,18700,339,933,959,321,978,813,29.4026,2.58039,1.78519,31.8685,1.23083,6.90959,0.305072,-5.57235,0.199384,-4.67931,-0.308044,-0.835481
1870,18710,339,934,960,321,977,814,29.4026,2.54898,1.75547,31.8685,1.25947,6.86824,0.305717,-5.59146,0.194183,-4.68376,-0.315582,-0.847843
1871,18720,340,933,958,321,978,813,29.2733,2.58039,1.81498,31.8685,1.23083,6.90959,0.302475,-5.55867,0.199214,-4.67531,-0.321671,-0.826694
1872,18730,339,933,959,321,978,812,29.4026,2.58039,1.78519,31.8685,1.23083,6.95105,0.305072,-5.57235,0.202711,-4.6698,-0.310847,-0.828554
1873,18740,339,933,958,322,978,813,29.4026,2.58039,1.81498,31.7243,1.23083,6.90959,0.302465,-5.5649,0.201285,-4.66526,-0.29021,-0.825276
1874,18750,340,933,958,321,977,813,29.2733,2.58039,1.81498,31.8685,1.25947,6.90959,0.302475,-5.55867,0.197166,-4.66632,-0.325432,-0.822526
1875,18760,338,932,958,322,977,814,29.5327,2.61186,1.81498,31.7243,1.25947,6.86824,0.30441,-5.5595,0.195899,-4.66574,-0.270937,-0.827216
1876,18770,339,932,960,324,976,814,29.4026,2.61186,1.75547,31.4385,1.28817,6.86824,0.309633,-5.56811,0.19827,-4.64449,-0.263732,-0.818755
1877,18780,339,932,958,322,976,814,29.4026,2.61186,1.81498,31.7243,1.28817,6.86824,0.304428,-5.55324,0.193842,-4.6567,-0.290559,-0.819204
1878,18790,338,932,958,323,978,814,29.5327,2.61186,1.81498,31.5809,1.23083,6.86824,0.30441,-5.5595,0.200016,-4.66473,-0.251525,-0.826186
1879,18800,339,932,958,323,978,814,29.4026,2.61186,1.81498,31.5809,1.23083,6.86824,0.304428,-5.55324,0.200016,-4.66473,-0.267368,-0.822338
1880,18810,339,932,958,323,978,813,29.4026,2.61186,1.81498,31.5809,1.23083,6.90959,0.304428,-5.55324,0.20336,-4.65518,-0.270197,-0.815411
1881,18820,339,932,959,323,977,813,29.4026,2.61186,1.78519,31.5809,1.25947,6.90959,0.307033,-5.56068,0.201464,-4.65012,-0.276161,-0.816226
1882,18830,340,933,958,323,976,814,29.2733,2.58039,1.81498,31.5809,1.28817,6.86824,0.302475,-5.55867,0.195883,-4.6466,-0.295172,-0.814787
1883,18840,340,932,958,323,978,812,29.2733,2.61186,1.81498,31.5809,1.23083,6.95105,0.304446,-5.54696,0.206712,-4.6456,-0.288828,-0.804615
1884,18850,339,932,959,323,978,813,29.4026,2.61186,1.78519,31.5809,1.23083,6.90959,0.307033,-5.56068,0.203535,-4.65919,-0.272373,-0.8204
1885,18860,339,931,958,323,978,813,29.4026,2.64339,1.81498,31.5809,1.23083,6.90959,0.306392,-5.54157,0.20336,-4.65518,-0.265796,-0.810754
1886,18870,339,932,958,322,978,814,29.4026,2.61186,1.81498,31.7243,1.23083,6.86824,0.304428,-5.55324,0.197955,-4.67477,-0.283,-0.827549
1887,18880,338,932,958,323,973,813,29.5327,2.61186,1.81498,31.5809,1.37461,6.90959,0.30441,-5.5595,0.193008,-4.60987,-0.27334,-0.79839
1888,18890,339,932,959,323,977,813,29.4026,2.61186,1.78519,31.5809,1.25947,6.90959,0.307033,-5.56068,0.201464,-4.65012,-0.276161,-0.816226
1889,18900,338,931,959,322,979,813,29.5327,2.64339,1.78519,31.7243,1.20225,6.90959,0.308958,-5.55528,0.203517,-4.67829,-0.263989,-0.828953
1890,18910,337,932,959,323,979,813,29.6636,2.61186,1.78519,31.5809,1.20225,6.90959,0.306977,-5.57313,0.205605,-4.66825,-0.236854,-0.832267
1891,18920,338,932,958,323,978,814,29.5327,2.61186,1.81498,31.5809,1.23083,6.86824,0.30441,-5.5595,0.200016,-4.66473,-0.251525,-0.826186
1892,18930,337,932,960,324,979,813,29.6636,2.61186,1.75547,31.4385,1.20225,6.90959,0.309555,-5.5805,0.207876,-4.66221,-0.223401,-0.832084
1893,18940,337,932,959,324,978,813,29.6636,2.61186,1.78519,31.4385,1.23083,6.90959,0.306977,-5.57313,0.205617,-4.64909,-0.225046,-0.822941
1894,18950,336,931,959,323,979,813,29.7952,2.64339,1.78519,31.5809,1.20225,6.90959,0.308886,-5.56778,0.205605,-4.66825,-0.216569,-0.831485
1895,18960,337,933,959,323,979,813,29.6636,2.58039,1.78519,31.5809,1.20225,6.90959,0.305031,-5.58472,0.205605,-4.66825,-0.241224,-0.836912
1896,18970,336,931,960,324,979,813,29.7952,2.64339,1.75547,31.4385,1.20225,6.90959,0.311452,-5.57511,0.207876,-4.66221,-0.203098,-0.831301
1897,18980,336,932,959,322,978,813,29.7952,2.61186,1.78519,31.7243,1.23083,6.90959,0.306948,-5.57933,0.201457,-4.66926,-0.240341,-0.837142
1898,18990,336,932,959,324,981,813,29.7952,2.61186,1.78519,31.4385,1.14526,6.90959,0.306948,-5.57933,0.211855,-4.67635,-0.197749,-0.839283
1899,19000,336,932,959,323,980,813,29.7952,2.61186,1.78519,31.5809,1.17372,6.90959,0.306948,-5.57933,0.207674,-4.6773,-0.217153,-0.840276
1900,19010,336,930,960,325,979,813,29.7952,2.675,1.75547,31.2969,1.20225,6.90959,0.313387,-5.56355,0.209975,-4.65213,-0.183151,-0.821499
1901,19020,335,932,960,324,980,814,29.9277,2.61186,1.75547,31.4385,1.17372,6.86824,0.309478,-5.59283,0.206589,-4.68093,-0.184832,-0.850906
1902,19030,335,932,959,324,979,813,29.9277,2.61186,1.78519,31.4385,1.20225,6.90959,0.30692,-5.58552,0.207697,-4.65818,-0.189359,-0.834872
1903,19040,335,932,959,323,979,814,29.9277,2.61186,1.78519,31.5809,1.20225,6.86824,0.30692,-5.58552,0.202255,-4.67782,-0.20212,-0.846899
1904,19050,335,933,959,324,979,814,29.9277,2.58039,1.78519,31.4385,1.20225,6.86824,0.304991,-5.59703,0.204334,-4.66779,-0.19084,-0.846425
1905,19060,335,932,960,324,978,814,29.9277,2.61186,1.75547,31.4385,1.23083,6.86824,0.309478,-5.59283,0.202431,-4.66272,-0.192423,-0.842591
1906,19070,335,932,959,324,979,814,29.9277,2.61186,1.78519,31.4385,1.20225,6.86824,0.30692,-5.58552,0.204334,-4.66779,-0.186496,-0.841781
1907,19080,335,933,960,324,977,815,29.9277,2.58039,1.75547,31.4385,1.25947,6.82699,0.307551,-5.60434,0.196998,-4.66318,-0.197722,-0.849967
1908,19090,335,931,960,324,979,814,29.9277,2.64339,1.75547,31.4385,1.20225,6.86824,0.311405,-5.58131,0.20451,-4.67183,-0.184273,-0.842097
1909,19100,335,932,960,324,979,814,29.9277,2.61186,1.75547,31.4385,1.20225,6.86824,0.309478,-5.59283,0.20451,-4.67183,-0.188625,-0.846751
1910,19110,334,932,961,324,979,814,30.0609,2.61186,1.72581,31.4385,1.20225,6.86824,0.311981,-5.60624,0.204687,-4.67586,-0.174724,-0.855588
1911,19120,334,931,960,323,979,814,30.0609,2.64339,1.75547,31.5809,1.20225,6.86824,0.311359,-5.5875,0.202429,-4.68184,-0.183901,-0.851085
1912,19130,334,932,958,323,979,814,30.0609,2.61186,1.81498,31.5809,1.20225,6.86824,0.304339,-5.5844,0.202081,-4.67379,-0.183992,-0.845808
1913,19140,333,933,960,324,979,814,30.1949,2.58039,1.75547,31.4385,1.20225,6.86824,0.307489,-5.61654,0.20451,-4.67183,-0.16087,-0.859156
1914,19150,334,932,960,323,979,814,30.0609,2.61186,1.75547,31.5809,1.20225,6.86824,0.309439,-5.59898,0.202429,-4.68184,-0.188236,-0.855726
1915,19160,333,932,960,323,980,814,30.1949,2.61186,1.75547,31.5809,1.17372,6.86824,0.3094,-5.60511,0.204498,-4.69092,-0.168405,-0.863735
1916,19170,333,931,960,323,978,815,30.1949,2.64339,1.75547,31.5809,1.23083,6.82699,0.311312,-5.59367,0.197019,-4.68231,-0.168797,-0.857689
1917,19180,332,932,959,323,979,815,30.3298,2.61186,1.78519,31.5809,1.20225,6.82699,0.306835,-5.60401,0.198914,-4.68736,-0.151137,-0.865397
1918,19190,332,933,960,323,979,815,30.3298,2.58039,1.75547,31.5809,1.20225,6.82699,0.307458,-5.62262,0.199085,-4.6914,-0.157539,-0.87497
1919,19200,332,932,962,323,980,816,30.3298,2.61186,1.69621,31.5809,1.17372,6.78585,0.314399,-5.62562,0.198153,-4.71812,-0.150793,-0.89123
1920,19210,331,932,962,322,979,815,30.4654,2.61186,1.69621,31.7243,1.20225,6.82699,0.31434,-5.63167,0.19736,-4.7094,-0.156968,-0.889114
1921,19220,331,932,963,323,980,814,30.4654,2.61186,1.66667,31.5809,1.17372,6.86824,0.316841,-5.63881,0.205025,-4.70302,-0.142439,-0.886269
1922,19230,331,932,963,322,978,814,30.4654,2.61186,1.66667,31.7243,1.23083,6.86824,0.316841,-5.63881,0.198803,-4.6948,-0.165668,-0.883033
1923,19240,330,932,962,323,980,815,30.6019,2.61186,1.69621,31.5809,1.17372,6.82699,0.314281,-5.6377,0.201497,-4.70857,-0.121304,-0.892089
1924,19250,330,932,962,322,981,815,30.6019,2.61186,1.69621,31.7243,1.14526,6.82699,0.314281,-5.6377,0.201477,-4.72755,-0.133247,-0.901217
1925,19260,330,932,962,322,980,817,30.6019,2.61186,1.69621,31.7243,1.17372,6.7448,0.314281,-5.6377,0.192766,-4.73748,-0.131318,-0.910765
1926,19270,329,933,961,322,982,815,30.7392,2.58039,1.72581,31.7243,1.11685,6.82699,0.309859,-5.64789,0.20336,-4.73256,-0.115457,-0.90888
1927,19280,329,932,961,322,980,817,30.7392,2.61186,1.72581,31.7243,1.17372,6.7448,0.311737,-5.63662,0.192601,-4.73343,-0.113017,-0.909688
1928,19290,329,933,960,321,981,815,30.7392,2.58039,1.75547,31.8685,1.14526,6.82699,0.307367,-5.64077,0.199054,-4.72933,-0.132897,-0.904857
1929,19300,328,933,962,321,979,816,30.8774,2.58039,1.69621,31.8685,1.20225,6.78585,0.312296,-5.66097,0.191983,-4.72878,-0.125426,-0.917112
1930,19310,329,933,963,321,979,816,30.7392,2.58039,1.66667,31.8685,1.20225,6.78585,0.314829,-5.66209,0.192146,-4.7328,-0.143778,-0.918168
1931,19320,329,933,963,321,979,816,30.7392,2.58039,1.66667,31.8685,1.20225,6.78585,0.314829,-5.66209,0.192146,-4.7328,-0.143778,-0.918168
1932,19330,328,932,968,321,979,816,30.8774,2.61186,1.51989,31.8685,1.20225,6.78585,0.328906,-5.69185,0.192961,-4.75289,-0.133476,-0.941746
1933,19340,328,933,963,321,979,815,30.8774,2.58039,1.66667,31.8685,1.20225,6.82699,0.314768,-5.66803,0.195463,-4.72333,-0.130321,-0.915191
1934,19350,327,932,963,321,980,815,31.0164,2.61186,1.66667,31.8685,1.17372,6.82699,0.316565,-5.66275,0.197514,-4.73239,-0.106006,-0.918559
1935,19360,328,933,964,321,980,814,30.8774,2.58039,1.63719,31.8685,1.17372,6.86824,0.317235,-5.67508,0.201012,-4.72689,-0.131467,-0.917355
1936,19370,327,931,966,321,981,815,31.0164,2.64339,1.57842,31.8685,1.14526,6.82699,0.325764,-5.67251,0.200073,-4.75354,-0.104129,-0.93265
1937,19380,327,933,968,321,981,814,31.0164,2.58039,1.51989,31.8685,1.14526,6.86824,0.32694,-5.7089,0.203756,-4.75204,-0.119537,-0.944742
1938,19390,327,933,969,321,981,815,31.0164,2.58039,1.49071,31.8685,1.14526,6.82699,0.329371,-5.71585,0.200581,-4.76562,-0.118717,-0.956438
1939,19400,327,933,970,322,980,814,31.0164,2.58039,1.4616,31.7243,1.17372,6.86824,0.331798,-5.72278,0.204142,-4.74109,-0.111594,-0.945385
1940,19410,326,933,969,322,980,813,31.1562,2.58039,1.49071,31.7243,1.17372,6.90959,0.329249,-5.72159,0.207336,-4.72746,-0.0960086,-0.937527
1941,19420,327,934,969,322,980,814,31.0164,2.54898,1.49071,31.7243,1.17372,6.86824,0.327528,-5.72709,0.203969,-4.73707,-0.11381,-0.945157
1942,19430,326,933,969,321,982,814,31.1562,2.58039,1.49071,31.8685,1.11685,6.86824,0.329249,-5.72159,0.205992,-4.76517,-0.1014,-0.957508
1943,19440,325,934,968,321,983,814,31.2969,2.54898,1.51989,31.8685,1.0885,6.86824,0.324886,-5.73158,0.207878,-4.77023,-0.0833987,-0.965188
1944,19450,326,933,970,321,979,814,31.1562,2.58039,1.4616,31.8685,1.20225,6.86824,0.331666,-5.72849,0.199968,-4.74182,-0.114665,-0.949996
1945,19460,326,933,969,322,982,814,31.1562,2.58039,1.49071,31.7243,1.11685,6.86824,0.329249,-5.72159,0.208117,-4.75536,-0.0856206,-0.952615
1946,19470,324,934,971,321,979,814,31.4385,2.54898,1.43254,31.8685,1.20225,6.86824,0.331978,-5.75784,0.200137,-4.74581,-0.0878732,-0.967059
1947,19480,325,934,971,321,980,815,31.2969,2.54898,1.43254,31.8685,1.17372,6.82699,0.332112,-5.75222,0.198855,-4.76452,-0.0978056,-0.974197
1948,19490,324,934,970,321,981,814,31.4385,2.54898,1.4616,31.8685,1.14526,6.86824,0.329584,-5.751,0.204101,-4.76007,-0.0783738,-0.970471
1949,19500,324,933,972,322,980,815,31.4385,2.58039,1.40355,31.7243,1.17372,6.82699,0.336181,-5.75352,0.20112,-4.75873,-0.063275,-0.973372
1950,19510,325,934,974,321,972,814,31.2969,2.54898,1.34574,31.8685,1.40355,6.86824,0.339293,-5.77274,0.1861,-4.69348,-0.136853,-0.948565
1951,19520,324,933,973,321,979,815,31.4385,2.58039,1.37461,31.8685,1.20225,6.82699,0.338562,-5.76033,0.19712,-4.76338,-0.0848017,-0.978886
1952,19530,324,934,971,321,980,815,31.4385,2.54898,1.43254,31.8685,1.17372,6.82699,0.331978,-5.75784,0.198855,-4.76452,-0.0812624,-0.978006
1953,19540,324,934,968,321,980,815,31.4385,2.54898,1.51989,31.8685,1.17372,6.82699,0.324782,-5.73728,0.198352,-4.75248,-0.0752586,-0.963547
1954,19550,324,934,967,321,979,814,31.4385,2.54898,1.54912,31.8685,1.20225,6.86824,0.322374,-5.7304,0.199463,-4.72983,-0.0798601,-0.947802
1955,19560,323,935,967,321,978,814,31.5809,2.51765,1.54912,31.8685,1.23083,6.86824,0.320463,-5.74717,0.197401,-4.72073,-0.071247,-0.952126
1956,19570,324,934,965,322,979,815,31.4385,2.54898,1.60777,31.7243,1.20225,6.82699,0.317542,-5.71659,0.197865,-4.72146,-0.0572361,-0.940042
1957,19580,323,934,965,320,979,815,31.5809,2.54898,1.60777,32.0136,1.20225,6.82699,0.317469,-5.72237,0.193729,-4.74122,-0.0722482,-0.953689
1958,19590,323,934,965,320,979,814,31.5809,2.54898,1.60777,32.0136,1.20225,6.86824,0.317469,-5.72237,0.197045,-4.73174,-0.0750922,-0.946914
1959,19600,323,935,965,320,980,815,31.5809,2.51765,1.60777,32.0136,1.17372,6.82699,0.315647,-5.73341,0.195773,-4.75027,-0.0726768,-0.962331
1960,19610,322,937,966,320,978,815,31.7243,2.45518,1.57842,32.0136,1.23083,6.82699,0.314359,-5.76801,0.191845,-4.73616,-0.0738712,-0.9719
1961,19620,323,936,966,319,977,814,31.5809,2.48638,1.57842,32.1596,1.25947,6.86824,0.316238,-5.75135,0.191054,-4.72756,-0.108697,-0.957529
1962,19630,323,936,964,319,977,815,31.5809,2.48638,1.63719,32.1596,1.25947,6.82699,0.311408,-5.73755,0.187439,-4.72905,-0.101847,-0.954655
1963,19640,323,936,963,320,978,815,31.5809,2.48638,1.66667,32.0136,1.23083,6.82699,0.308985,-5.73063,0.19136,-4.72418,-0.0802911,-0.949009
1964,19650,323,935,965,320,979,815,31.5809,2.51765,1.60777,32.0136,1.20225,6.82699,0.315647,-5.73341,0.193729,-4.74122,-0.0764148,-0.958241
1965,19660,323,936,968,320,980,814,31.5809,2.48638,1.51989,32.0136,1.17372,6.86824,0.321049,-5.7651,0.199596,-4.75279,-0.085701,-0.974567
1966,19670,323,936,968,319,980,816,31.5809,2.48638,1.51989,32.1596,1.17372,6.78585,0.321049,-5.7651,0.190883,-4.78154,-0.0958712,-0.993016
1967,19680,323,934,966,320,980,815,31.5809,2.54898,1.57842,32.0136,1.17372,6.82699,0.319877,-5.72925,0.195938,-4.75428,-0.0705138,-0.962605
1968,19690,323,935,965,319,980,814,31.5809,2.51765,1.60777,32.1596,1.17372,6.86824,0.315647,-5.73341,0.197006,-4.75065,-0.0913457,-0.960441
1969,19700,323,936,964,319,980,815,31.5809,2.48638,1.63719,32.1596,1.17372,6.82699,0.311408,-5.73755,0.193538,-4.75609,-0.09066,-0.966923
1970,19710,323,935,963,320,980,814,31.5809,2.51765,1.66667,32.0136,1.17372,6.86824,0.310811,-5.7196,0.198756,-4.73278,-0.0715027,-0.945871
1971,19720,322,936,965,320,980,814,31.7243,2.48638,1.60777,32.0136,1.17372,6.86824,0.313767,-5.75014,0.199092,-4.74079,-0.0630974,-0.963944
1972,19730,322,935,967,319,976,815,31.7243,2.51765,1.54912,32.1596,1.28817,6.82699,0.320377,-5.75284,0.185871,-4.7319,-0.0908658,-0.96431
1973,19740,322,934,968,320,981,813,31.7243,2.54898,1.51989,32.0136,1.14526,6.90959,0.324576,-5.74864,0.204987,-4.75233,-0.0599003,-0.966576
1974,19750,322,935,968,320,981,814,31.7243,2.51765,1.51989,32.0136,1.14526,6.86824,0.322768,-5.75967,0.201648,-4.76186,-0.0612007,-0.977933
1975,19760,322,935,965,320,980,814,31.7243,2.51765,1.60777,32.0136,1.17372,6.86824,0.315581,-5.73913,0.199092,-4.74079,-0.0589519,-0.959407
1976,19770,321,935,964,320,978,813,31.8685,2.51765,1.63719,32.0136,1.23083,6.90959,0.313121,-5.738,0.198152,-4.70923,-0.0506734,-0.943555
1977,19780,322,935,967,320,981,815,31.7243,2.51765,1.54912,32.0136,1.14526,6.82699,0.320377,-5.75284,0.19815,-4.76736,-0.0563577,-0.979912
1978,19790,321,933,969,320,980,814,31.8685,2.58039,1.49071,32.0136,1.17372,6.86824,0.328645,-5.75009,0.199764,-4.75679,-0.0419712,-0.973382
1979,19800,320,935,968,320,980,814,32.0136,2.51765,1.51989,32.0136,1.17372,6.86824,0.322577,-5.7709,0.199596,-4.75279,-0.0316082,-0.981553
1980,19810,321,934,966,321,981,815,31.8685,2.54898,1.57842,31.8685,1.14526,6.82699,0.319711,-5.7407,0.200073,-4.75354,-0.0177819,-0.969552
1981,19820,321,934,966,320,977,814,31.8685,2.54898,1.57842,32.0136,1.25947,6.86824,0.319711,-5.7407,0.193111,-4.71762,-0.0514043,-0.951315
1982,19830,320,933,966,320,980,814,32.0136,2.58039,1.57842,32.0136,1.17372,6.86824,0.321426,-5.73547,0.19926,-4.74479,-0.0194116,-0.96289
