,sample,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,press_0,press_1,press_2,press_3,press_4,press_5,cop_x_r,cop_y_r,cop_x_l,cop_y_l,cop_x_all,cop_y_all
0,10,339,922,953,331,966,817,29.4026,2.93031,1.96485,30.4654,1.57842,6.7448,0.311105,-5.39941,0.17982,-4.48127,-0.126812,-0.678648
1,20,339,924,954,331,968,817,29.4026,2.86607,1.93475,30.4654,1.51989,6.7448,0.309757,-5.43017,0.184259,-4.50385,-0.129966,-0.701613
2,30,340,922,954,331,968,819,29.2733,2.93031,1.93475,30.4654,1.51989,6.663,0.313767,-5.40006,0.177507,-4.52314,-0.130906,-0.701751
3,40,341,924,953,331,972,817,29.1447,2.86607,1.96485,30.4654,1.40355,6.7448,0.307203,-5.40919,0.192637,-4.53699,-0.143353,-0.705378
4,50,341,923,956,331,968,818,29.1447,2.89816,1.87474,30.4654,1.51989,6.70385,0.317072,-5.41996,0.181199,-4.52151,-0.158263,-0.705663
5,60,341,923,954,331,965,816,29.1447,2.89816,1.93475,30.4654,1.60777,6.78585,0.311829,-5.40498,0.181218,-4.46627,-0.171594,-0.66907
6,70,341,924,954,333,964,816,29.1447,2.86607,1.93475,30.1949,1.63719,6.78585,0.309836,-5.41671,0.182912,-4.4358,-0.149775,-0.658972
7,80,342,923,954,331,966,817,29.0169,2.89816,1.93475,30.4654,1.57842,6.7448,0.311876,-5.39819,0.179979,-4.48524,-0.180336,-0.676116
8,90,343,924,954,331,967,817,28.8898,2.86607,1.93475,30.4654,1.54912,6.7448,0.309915,-5.4032,0.182119,-4.49455,-0.19645,-0.681067
9,100,344,923,954,332,968,816,28.7634,2.89816,1.93475,30.3298,1.51989,6.78585,0.311971,-5.38457,0.189605,-4.48371,-0.191196,-0.66431
10,110,344,924,954,331,967,816,28.7634,2.86607,1.93475,30.4654,1.54912,6.78585,0.309954,-5.39642,0.185505,-4.48487,-0.214878,-0.670108
11,120,344,923,954,333,967,816,28.7634,2.89816,1.93475,30.1949,1.54912,6.78585,0.311971,-5.38457,0.189404,-4.46387,-0.180012,-0.654726
12,130,345,924,954,332,965,818,28.6378,2.86607,1.93475,30.3298,1.60777,6.70385,0.309994,-5.38963,0.176367,-4.47509,-0.217375,-0.665966
13,140,346,924,954,333,967,816,28.5129,2.86607,1.93475,30.1949,1.54912,6.78585,0.310034,-5.38282,0.189404,-4.46387,-0.21552,-0.65133
14,150,347,924,955,332,967,816,28.3888,2.86607,1.90471,30.3298,1.54912,6.78585,0.312764,-5.38369,0.187619,-4.47836,-0.248333,-0.657699
15,160,349,924,955,333,967,816,28.1426,2.86607,1.90471,30.1949,1.54912,6.78585,0.312866,-5.37006,0.189573,-4.46786,-0.263973,-0.644263
16,170,350,923,955,333,965,815,28.0205,2.89816,1.90471,30.1949,1.60777,6.82699,0.314979,-5.35112,0.188659,-4.43935,-0.285566,-0.619789
17,180,351,923,954,334,964,815,27.8992,2.89816,1.93475,30.0609,1.63719,6.82699,0.312307,-5.33643,0.188262,-4.41539,-0.287533,-0.600866
18,190,352,923,955,333,965,816,27.7785,2.89816,1.90471,30.1949,1.60777,6.78585,0.315097,-5.33733,0.185241,-4.44912,-0.313221,-0.618702
19,200,351,924,955,334,965,817,27.8992,2.86607,1.90471,30.0609,1.60777,6.7448,0.312968,-5.35638,0.183755,-4.44832,-0.284638,-0.629125
20,210,352,924,955,334,965,815,27.7785,2.86607,1.90471,30.0609,1.60777,6.82699,0.313019,-5.34951,0.19061,-4.42873,-0.305699,-0.611066
21,220,352,924,955,333,963,815,27.7785,2.86607,1.90471,30.1949,1.66667,6.82699,0.313019,-5.34951,0.184319,-4.42062,-0.328755,-0.607812
22,230,352,924,955,334,964,815,27.7785,2.86607,1.90471,30.0609,1.63719,6.82699,0.313019,-5.34951,0.18843,-4.41934,-0.309712,-0.606715
23,240,353,924,954,333,967,816,27.6585,2.86607,1.93475,30.1949,1.54912,6.78585,0.310315,-5.33476,0.189404,-4.46387,-0.322822,-0.623063
24,250,353,924,954,335,966,815,27.6585,2.86607,1.93475,29.9277,1.57842,6.82699,0.310315,-5.33476,0.19458,-4.42353,-0.299602,-0.6008
25,260,354,924,956,335,965,816,27.5393,2.86607,1.87474,29.9277,1.60777,6.78585,0.315881,-5.34362,0.189289,-4.4319,-0.320518,-0.609718
26,270,353,924,954,334,963,816,27.6585,2.86607,1.93475,30.0609,1.66667,6.78585,0.310315,-5.33476,0.18266,-4.41579,-0.323784,-0.600201
27,280,354,924,953,332,964,816,27.5393,2.86607,1.96485,30.3298,1.63719,6.78585,0.307583,-5.31991,0.18083,-4.44245,-0.362767,-0.60637
28,290,353,923,954,334,964,816,27.6585,2.89816,1.93475,30.0609,1.63719,6.78585,0.312404,-5.32254,0.184836,-4.42518,-0.315098,-0.599748
29,300,353,923,954,335,964,814,27.6585,2.89816,1.93475,29.9277,1.63719,6.86824,0.312404,-5.32254,0.193651,-4.39486,-0.305889,-0.580242
30,310,352,923,954,334,964,816,27.7785,2.89816,1.93475,30.0609,1.63719,6.78585,0.312355,-5.32949,0.184836,-4.42518,-0.299885,-0.603798
31,320,352,924,954,334,963,816,27.7785,2.86607,1.93475,30.0609,1.66667,6.78585,0.310274,-5.34167,0.18266,-4.41579,-0.308556,-0.604251
32,330,352,924,954,334,964,817,27.7785,2.86607,1.93475,30.0609,1.63719,6.7448,0.310274,-5.34167,0.181419,-4.43494,-0.301648,-0.615607
33,340,352,923,954,335,965,815,27.7785,2.89816,1.93475,29.9277,1.60777,6.82699,0.312355,-5.32949,0.192392,-4.41412,-0.283745,-0.595697
34,350,352,924,953,334,971,816,27.7785,2.86607,1.96485,30.0609,1.43254,6.78585,0.307524,-5.33381,0.199868,-4.4868,-0.274251,-0.633804
35,360,351,921,954,334,964,816,27.8992,2.96254,1.93475,30.0609,1.63719,6.78585,0.316454,-5.31215,0.184836,-4.42518,-0.275348,-0.598231
36,370,351,923,954,335,964,815,27.8992,2.89816,1.93475,29.9277,1.63719,6.82699,0.312307,-5.33643,0.190204,-4.40471,-0.272524,-0.595435
37,380,350,923,954,334,965,815,28.0205,2.89816,1.93475,30.0609,1.60777,6.82699,0.312259,-5.34335,0.19044,-4.42477,-0.268243,-0.609276
38,390,351,923,952,335,968,815,27.8992,2.89816,1.99501,29.9277,1.51989,6.82699,0.306828,-5.32077,0.198595,-4.43433,-0.251912,-0.602502
39,400,349,924,954,335,966,814,28.1426,2.86607,1.93475,29.9277,1.57842,6.86824,0.310154,-5.36231,0.198034,-4.41366,-0.241416,-0.610084
40,410,349,921,953,336,964,816,28.1426,2.96254,1.96485,29.7952,1.63719,6.78585,0.313615,-5.3184,0.188526,-4.39991,-0.212529,-0.590509
41,420,348,923,954,335,964,816,28.2653,2.89816,1.93475,29.9277,1.63719,6.78585,0.312162,-5.35715,0.186764,-4.41454,-0.223649,-0.614723
42,430,348,922,954,336,965,815,28.2653,2.93031,1.93475,29.7952,1.60777,6.82699,0.314211,-5.34513,0.194348,-4.40345,-0.20295,-0.601911
43,440,347,922,954,335,967,815,28.3888,2.93031,1.93475,29.9277,1.54912,6.82699,0.314155,-5.35205,0.196767,-4.43293,-0.194547,-0.62002
44,450,347,922,954,335,967,815,28.3888,2.93031,1.93475,29.9277,1.54912,6.82699,0.314155,-5.35205,0.196767,-4.43293,-0.194547,-0.62002
45,460,347,923,956,335,966,816,28.3888,2.89816,1.87474,29.9277,1.57842,6.78585,0.317485,-5.37937,0.191478,-4.44134,-0.204662,-0.637667
46,470,347,922,956,335,966,815,28.3888,2.93031,1.87474,29.9277,1.57842,6.82699,0.31952,-5.36738,0.19493,-4.43148,-0.203005,-0.62588
47,480,346,922,957,335,968,815,28.5129,2.93031,1.84483,29.9277,1.51989,6.82699,0.322107,-5.38183,0.199491,-4.45433,-0.181762,-0.643676
48,490,347,922,956,335,967,815,28.3888,2.93031,1.87474,29.9277,1.54912,6.82699,0.31952,-5.36738,0.197121,-4.44091,-0.198991,-0.630193
49,500,346,922,957,335,965,814,28.5129,2.93031,1.84483,29.9277,1.60777,6.86824,0.322107,-5.38183,0.196371,-4.41613,-0.196742,-0.623764
50,510,346,922,955,334,967,814,28.5129,2.93031,1.90471,30.0609,1.54912,6.86824,0.316774,-5.36659,0.198415,-4.43766,-0.199352,-0.627584
51,520,346,922,956,336,966,815,28.5129,2.93031,1.87474,29.7952,1.57842,6.82699,0.319443,-5.37422,0.196901,-4.42085,-0.172554,-0.624679
52,530,347,922,956,335,967,815,28.3888,2.93031,1.87474,29.9277,1.54912,6.82699,0.31952,-5.36738,0.197121,-4.44091,-0.198991,-0.630193
53,540,346,923,956,335,966,815,28.5129,2.89816,1.87474,29.9277,1.57842,6.82699,0.317416,-5.38617,0.19493,-4.43148,-0.192151,-0.634789
54,550,346,922,957,335,966,814,28.5129,2.93031,1.84483,29.9277,1.57842,6.86824,0.322107,-5.38183,0.198568,-4.42556,-0.192727,-0.628075
55,560,346,921,956,335,966,814,28.5129,2.96254,1.87474,29.9277,1.57842,6.86824,0.321471,-5.36227,0.19839,-4.4216,-0.18594,-0.618219
56,570,346,922,954,334,969,815,28.5129,2.93031,1.93475,30.0609,1.49071,6.82699,0.314099,-5.35895,0.199146,-4.46226,-0.186224,-0.638049
57,580,346,923,956,334,966,814,28.5129,2.89816,1.87474,30.0609,1.57842,6.86824,0.317416,-5.38617,0.196409,-4.43224,-0.210132,-0.633134
58,590,346,922,957,334,965,814,28.5129,2.93031,1.84483,30.0609,1.60777,6.86824,0.322107,-5.38183,0.194397,-4.4268,-0.211774,-0.629099
59,600,346,922,956,335,967,813,28.5129,2.93031,1.87474,29.9277,1.54912,6.90959,0.319443,-5.37422,0.204056,-4.42109,-0.189457,-0.620323
60,610,345,922,957,334,966,814,28.6378,2.93031,1.84483,30.0609,1.57842,6.86824,0.322019,-5.38863,0.196584,-4.4362,-0.192304,-0.637514
61,620,345,922,953,336,966,814,28.6378,2.93031,1.96485,29.7952,1.57842,6.86824,0.311374,-5.35821,0.199834,-4.399,-0.153444,-0.606622
62,630,345,922,956,336,967,814,28.6378,2.93031,1.87474,29.7952,1.54912,6.86824,0.319366,-5.38105,0.20258,-4.42037,-0.156024,-0.626142
63,640,345,922,955,335,967,813,28.6378,2.93031,1.90471,29.9277,1.54912,6.90959,0.316708,-5.37345,0.203873,-4.41712,-0.171802,-0.619403
64,650,345,922,955,336,967,814,28.6378,2.93031,1.90471,29.7952,1.54912,6.86824,0.316708,-5.37345,0.202398,-4.41639,-0.153827,-0.621072
65,660,346,922,955,334,965,814,28.5129,2.93031,1.90471,30.0609,1.60777,6.86824,0.316774,-5.36659,0.194051,-4.4189,-0.207349,-0.618995
66,670,345,922,956,335,967,814,28.6378,2.93031,1.87474,29.9277,1.54912,6.86824,0.319366,-5.38105,0.200585,-4.43101,-0.171049,-0.631444
67,680,345,922,955,336,968,815,28.6378,2.93031,1.90471,29.7952,1.51989,6.82699,0.316708,-5.37345,0.201123,-4.43575,-0.146843,-0.632348
68,690,345,922,955,336,968,814,28.6378,2.93031,1.90471,29.7952,1.51989,6.86824,0.316708,-5.37345,0.2046,-4.42582,-0.14981,-0.625364
69,700,345,922,956,337,967,814,28.6378,2.93031,1.87474,29.6636,1.54912,6.86824,0.319366,-5.38105,0.20458,-4.40971,-0.141034,-0.620852
70,710,346,922,955,337,966,813,28.5129,2.93031,1.90471,29.6636,1.57842,6.90959,0.316774,-5.36659,0.205675,-4.38628,-0.161302,-0.600295
71,720,346,922,956,339,968,813,28.5129,2.93031,1.87474,29.4026,1.51989,6.90959,0.319443,-5.37422,0.214358,-4.38776,-0.125572,-0.603394
72,730,347,922,955,338,966,813,28.3888,2.93031,1.90471,29.5327,1.57842,6.90959,0.316841,-5.35972,0.207679,-4.37552,-0.161795,-0.590786
73,740,348,922,956,339,967,814,28.2653,2.93031,1.87474,29.4026,1.54912,6.86824,0.319598,-5.36052,0.208592,-4.38832,-0.157453,-0.597751
74,750,349,921,956,339,967,815,28.1426,2.96254,1.87474,29.4026,1.54912,6.82699,0.321727,-5.34158,0.205073,-4.39837,-0.165194,-0.595787
75,760,350,921,956,340,966,813,28.0205,2.96254,1.87474,29.2733,1.57842,6.90959,0.321812,-5.33465,0.211894,-4.35793,-0.175702,-0.567811
76,770,350,922,954,341,967,812,28.0205,2.93031,1.93475,29.1447,1.54912,6.95105,0.314324,-5.33125,0.219334,-4.33851,-0.159983,-0.554305
77,780,351,922,955,341,968,815,27.8992,2.93031,1.90471,29.1447,1.51989,6.82699,0.317108,-5.33209,0.211133,-4.38253,-0.164366,-0.58088
78,790,351,922,956,341,967,812,27.8992,2.93031,1.87474,29.1447,1.54912,6.95105,0.31983,-5.33986,0.219738,-4.34651,-0.179752,-0.560369
79,800,350,922,956,341,966,811,28.0205,2.93031,1.87474,29.1447,1.57842,6.9926,0.319753,-5.34676,0.221043,-4.32674,-0.171572,-0.553117
80,810,352,922,955,342,967,812,27.7785,2.93031,1.90471,29.0169,1.54912,6.95105,0.317175,-5.32514,0.221581,-4.33166,-0.177972,-0.545659
81,820,350,921,954,342,968,811,28.0205,2.96254,1.93475,29.0169,1.51989,6.9926,0.316389,-5.31916,0.22723,-4.32698,-0.139513,-0.541337
82,830,350,922,952,342,967,811,28.0205,2.93031,1.99501,29.0169,1.54912,6.9926,0.308872,-5.31568,0.22454,-4.30943,-0.143758,-0.531556
83,840,350,922,954,342,968,811,28.0205,2.93031,1.93475,29.0169,1.51989,6.9926,0.314324,-5.33125,0.22723,-4.32698,-0.144154,-0.546184
84,850,350,921,953,343,966,812,28.0205,2.96254,1.96485,28.8898,1.57842,6.95105,0.313669,-5.31138,0.220937,-4.30317,-0.127689,-0.529269
85,860,351,922,953,343,968,810,27.8992,2.93031,1.96485,28.8898,1.51989,7.03426,0.311646,-5.31648,0.232691,-4.30178,-0.145487,-0.524294
86,870,350,921,952,342,968,811,28.0205,2.96254,1.99501,29.0169,1.51989,6.9926,0.310943,-5.3036,0.226809,-4.31897,-0.135035,-0.531045
87,880,350,920,952,343,969,811,28.0205,2.99484,1.99501,28.8898,1.49071,6.9926,0.313014,-5.29151,0.231154,-4.31762,-0.111553,-0.525153
88,890,350,921,952,343,968,811,28.0205,2.96254,1.99501,28.8898,1.51989,6.9926,0.310943,-5.3036,0.228875,-4.30806,-0.120292,-0.525684
89,900,350,921,951,344,968,811,28.0205,2.96254,2.02524,28.7634,1.51989,6.9926,0.308212,-5.29579,0.230729,-4.29311,-0.103343,-0.515166
90,910,350,920,952,343,968,811,28.0205,2.99484,1.99501,28.8898,1.51989,6.9926,0.313014,-5.29151,0.228875,-4.30806,-0.11565,-0.520833
91,920,350,922,953,344,968,811,28.0205,2.93031,1.96485,28.7634,1.51989,6.9926,0.311601,-5.32347,0.231161,-4.30115,-0.112458,-0.530354
92,930,349,921,952,343,969,811,28.1426,2.96254,1.99501,28.8898,1.49071,6.9926,0.3109,-5.31064,0.231154,-4.31762,-0.100927,-0.534285
93,940,348,922,951,345,968,811,28.2653,2.93031,2.02524,28.6378,1.51989,6.9926,0.30609,-5.32193,0.2328,-4.28216,-0.0627165,-0.52332
94,950,348,921,951,345,968,810,28.2653,2.96254,2.02524,28.6378,1.51989,7.03426,0.308147,-5.30993,0.236425,-4.2718,-0.0612102,-0.511373
95,960,347,921,952,346,969,812,28.3888,2.96254,1.99501,28.5129,1.49071,6.95105,0.310815,-5.3247,0.233773,-4.29524,-0.0230832,-0.534136
96,970,347,921,953,345,969,811,28.3888,2.96254,1.96485,28.6378,1.49071,6.9926,0.313508,-5.33239,0.235541,-4.29983,-0.0430651,-0.537448
97,980,347,921,951,344,967,811,28.3888,2.96254,2.02524,28.7634,1.54912,6.9926,0.308115,-5.31698,0.228441,-4.28354,-0.0615727,-0.523804
98,990,345,921,951,345,968,811,28.6378,2.96254,2.02524,28.6378,1.51989,6.9926,0.308051,-5.33103,0.2328,-4.28216,-0.0120156,-0.531541
99,1000,345,921,952,345,967,811,28.6378,2.96254,1.99501,28.6378,1.54912,6.9926,0.310729,-5.33869,0.230718,-4.27657,-0.0183245,-0.53237
100,1010,346,921,953,345,968,811,28.5129,2.96254,1.96485,28.6378,1.51989,6.9926,0.313455,-5.33936,0.233238,-4.29021,-0.0318016,-0.537466
101,1020,345,922,953,344,970,808,28.6378,2.93031,1.96485,28.7634,1.4616,7.11788,0.311374,-5.35821,0.246642,-4.28921,-0.036745,-0.539176
102,1030,344,920,952,344,968,811,28.7634,2.99484,1.99501,28.7634,1.51989,6.9926,0.31271,-5.33382,0.230945,-4.29713,-0.00888872,-0.541464
103,1040,344,921,951,343,967,810,28.7634,2.96254,2.02524,28.8898,1.54912,7.03426,0.308019,-5.33804,0.229977,-4.28423,-0.0331621,-0.535076
104,1050,344,922,953,344,968,810,28.7634,2.93031,1.96485,28.7634,1.51989,7.03426,0.311329,-5.36511,0.234778,-4.29082,-0.0232641,-0.549142
105,1060,344,921,953,344,968,811,28.7634,2.96254,1.96485,28.7634,1.51989,6.9926,0.313349,-5.35327,0.231161,-4.30115,-0.0156151,-0.551402
106,1070,343,920,954,344,968,811,28.8898,2.99484,1.93475,28.7634,1.51989,6.9926,0.317952,-5.35594,0.231377,-4.30517,0.00225742,-0.55604
107,1080,344,922,953,344,968,809,28.7634,2.93031,1.96485,28.7634,1.51989,7.07602,0.311329,-5.36511,0.238404,-4.28046,-0.026367,-0.542057
108,1090,343,921,954,344,968,810,28.8898,2.96254,1.93475,28.7634,1.51989,7.03426,0.315942,-5.36775,0.234997,-4.29483,-0.00539002,-0.553794
109,1100,343,922,953,344,968,811,28.8898,2.93031,1.96485,28.7634,1.51989,6.9926,0.311284,-5.372,0.231161,-4.30115,-0.00466115,-0.560563
110,1110,343,922,953,344,969,810,28.8898,2.93031,1.96485,28.7634,1.49071,7.03426,0.311284,-5.372,0.237073,-4.30041,-0.00366195,-0.557788
111,1120,343,921,953,344,968,811,28.8898,2.96254,1.96485,28.7634,1.51989,6.9926,0.313296,-5.36019,0.231161,-4.30115,-0.00012608,-0.555754
112,1130,343,922,953,343,970,811,28.8898,2.93031,1.96485,28.8898,1.4616,6.9926,0.311284,-5.372,0.23365,-4.33122,-0.0112049,-0.574357
113,1140,343,922,953,344,968,811,28.8898,2.93031,1.96485,28.7634,1.51989,6.9926,0.311284,-5.372,0.231161,-4.30115,-0.00466115,-0.560563
114,1150,343,922,953,343,967,810,28.8898,2.93031,1.96485,28.8898,1.54912,7.03426,0.311284,-5.372,0.230406,-4.29222,-0.0265655,-0.554433
115,1160,343,922,953,342,970,811,28.8898,2.93031,1.96485,29.0169,1.4616,6.9926,0.311284,-5.372,0.231559,-4.34206,-0.0259876,-0.579574
116,1170,343,921,953,343,968,811,28.8898,2.96254,1.96485,28.8898,1.51989,6.9926,0.313296,-5.36019,0.229088,-4.31207,-0.0148501,-0.560977
117,1180,343,920,953,343,968,811,28.8898,2.99484,1.96485,28.8898,1.51989,6.9926,0.315308,-5.34838,0.229088,-4.31207,-0.0103106,-0.556167
118,1190,343,921,953,344,969,811,28.8898,2.96254,1.96485,28.7634,1.49071,6.9926,0.313296,-5.36019,0.233453,-4.31075,0.00397923,-0.560046
119,1200,343,921,953,345,969,810,28.8898,2.96254,1.96485,28.6378,1.49071,7.03426,0.313296,-5.36019,0.239175,-4.28945,0.0155617,-0.547765
120,1210,343,922,953,344,968,809,28.8898,2.93031,1.96485,28.7634,1.51989,7.07602,0.311284,-5.372,0.238404,-4.28046,-0.01087,-0.546422
121,1220,343,921,954,344,968,811,28.8898,2.96254,1.93475,28.7634,1.51989,6.9926,0.315942,-5.36775,0.231377,-4.30517,-0.00228629,-0.56086
122,1230,344,920,953,344,967,811,28.7634,2.99484,1.96485,28.7634,1.54912,6.9926,0.315369,-5.34142,0.228868,-4.29155,-0.0151705,-0.54228
123,1240,345,921,953,345,971,810,28.6378,2.96254,1.96485,28.6378,1.43254,7.03426,0.313402,-5.34632,0.243786,-4.30868,-0.00715657,-0.547622
124,1250,346,922,952,345,968,810,28.5129,2.93031,1.99501,28.6378,1.51989,7.03426,0.308733,-5.34362,0.236647,-4.27582,-0.0372944,-0.530057
125,1260,348,921,952,347,969,809,28.2653,2.96254,1.99501,28.3888,1.49071,7.07602,0.310857,-5.31768,0.24683,-4.25295,-0.033181,-0.503121
126,1270,350,921,952,349,966,810,28.0205,2.96254,1.99501,28.1426,1.57842,7.03426,0.310943,-5.3036,0.240345,-4.2122,-0.0440323,-0.47788
127,1280,352,922,953,351,967,809,27.7785,2.93031,1.96485,27.8992,1.54912,7.07602,0.311692,-5.30947,0.250854,-4.19304,-0.0514508,-0.465718
128,1290,353,920,952,352,968,809,27.6585,2.99484,1.99501,27.7785,1.51989,7.07602,0.313168,-5.27016,0.255119,-4.18759,-0.0363823,-0.44534
129,1300,356,920,949,352,967,810,27.3027,2.99484,2.08588,27.7785,1.54912,7.03426,0.304925,-5.22467,0.248281,-4.17635,-0.0758588,-0.419183
130,1310,356,920,949,355,968,809,27.3027,2.99484,2.08588,27.4206,1.51989,7.07602,0.304925,-5.22467,0.260776,-4.14173,-0.0317748,-0.400196
131,1320,357,920,948,356,967,809,27.1854,2.99484,2.1163,27.3027,1.54912,7.07602,0.302122,-5.20932,0.260238,-4.11654,-0.0344751,-0.380647
132,1330,357,920,948,358,967,808,27.1854,2.99484,2.1163,27.0687,1.54912,7.11788,0.302122,-5.20932,0.268316,-4.08293,-0.00929311,-0.36261
133,1340,357,920,947,362,967,809,27.1854,2.99484,2.14678,26.6086,1.54912,7.07602,0.299294,-5.20124,0.272807,-4.04407,0.0527543,-0.343242
134,1350,356,920,944,365,968,808,27.3027,2.99484,2.23861,26.2701,1.51989,7.11788,0.29081,-5.18434,0.284838,-3.99617,0.11762,-0.312983
135,1360,355,919,945,366,967,809,27.4206,3.0272,2.20794,26.1585,1.54912,7.07602,0.295802,-5.18761,0.280867,-3.98983,0.148013,-0.315714
136,1370,356,920,946,367,967,808,27.3027,2.99484,2.17733,26.0476,1.54912,7.11788,0.296474,-5.20052,0.287258,-3.97109,0.136557,-0.308757
137,1380,354,921,945,368,967,808,27.5393,2.96254,2.20794,25.9372,1.54912,7.11788,0.29157,-5.2194,0.289145,-3.95536,0.178013,-0.312582
138,1390,355,919,947,368,966,808,27.4206,3.0272,2.14678,25.9372,1.57842,7.11788,0.301426,-5.20368,0.287184,-3.95339,0.163511,-0.304169
139,1400,354,919,948,368,969,808,27.5393,3.0272,2.1163,25.9372,1.49071,7.11788,0.304213,-5.21902,0.295161,-3.98791,0.189594,-0.32759
140,1410,353,919,946,367,966,808,27.6585,3.0272,2.17733,26.0476,1.57842,7.11788,0.298628,-5.21042,0.284715,-3.96099,0.181965,-0.31354
141,1420,353,918,946,367,965,809,27.6585,3.05964,2.17733,26.0476,1.60777,7.07602,0.300741,-5.19827,0.278242,-3.96212,0.185647,-0.311449
142,1430,354,918,946,366,968,809,27.5393,3.05964,2.17733,26.1585,1.51989,7.07602,0.300744,-5.19085,0.283682,-4.00399,0.169916,-0.325229
143,1440,353,919,947,366,967,808,27.6585,3.0272,2.14678,26.1585,1.54912,7.11788,0.301415,-5.21839,0.285369,-3.98678,0.170239,-0.328523
144,1450,352,918,947,366,967,808,27.7785,3.05964,2.14678,26.1585,1.54912,7.11788,0.303512,-5.21359,0.285369,-3.98678,0.190033,-0.328285
145,1460,351,920,947,364,966,808,27.8992,2.99484,2.14678,26.3823,1.57842,7.11788,0.29931,-5.24511,0.278502,-3.99991,0.163499,-0.348912
146,1470,349,919,947,365,967,808,28.1426,3.0272,2.14678,26.2701,1.54912,7.11788,0.301393,-5.2476,0.283189,-3.99837,0.21688,-0.352653
147,1480,349,920,946,363,967,807,28.1426,2.99484,2.17733,26.4952,1.54912,7.15985,0.296569,-5.25176,0.282449,-4.00632,0.183086,-0.35536
148,1490,348,920,946,361,967,808,28.2653,2.99484,2.17733,26.7227,1.54912,7.11788,0.296582,-5.25902,0.274237,-4.04046,0.173575,-0.3777
149,1500,346,919,947,360,967,809,28.5129,3.0272,2.14678,26.8374,1.54912,7.07602,0.301377,-5.26936,0.268515,-4.06697,0.195788,-0.399827
150,1510,345,919,947,359,966,809,28.6378,3.0272,2.14678,26.9527,1.57842,7.07602,0.301371,-5.27658,0.263925,-4.06847,0.192668,-0.405309
151,1520,345,920,948,359,967,809,28.6378,2.99484,2.1163,26.9527,1.54912,7.07602,0.302025,-5.29613,0.266641,-4.08244,0.190238,-0.41978
152,1530,344,920,947,358,967,809,28.7634,2.99484,2.14678,27.0687,1.54912,7.07602,0.299329,-5.29559,0.26424,-4.08977,0.193597,-0.424349
153,1540,343,920,949,357,967,809,28.8898,2.99484,2.08588,27.1854,1.54912,7.07602,0.30468,-5.31802,0.262627,-4.10925,0.190519,-0.44456
154,1550,343,921,947,356,967,809,28.8898,2.96254,2.14678,27.3027,1.54912,7.07602,0.297303,-5.3145,0.259982,-4.11249,0.176022,-0.44413
155,1560,343,922,949,356,967,810,28.8898,2.93031,2.08588,27.3027,1.54912,7.03426,0.300634,-5.34157,0.256714,-4.13138,0.170466,-0.466545
156,1570,343,920,949,355,967,810,28.8898,2.99484,2.08588,27.4206,1.54912,7.03426,0.30468,-5.31802,0.2546,-4.14266,0.165251,-0.461961
157,1580,342,921,949,356,968,808,29.0169,2.96254,2.08588,27.3027,1.51989,7.11788,0.302646,-5.33683,0.266708,-4.11961,0.188187,-0.456337
158,1590,341,920,949,354,967,811,29.1447,2.99484,2.08588,27.5393,1.54912,6.9926,0.304643,-5.33215,0.248748,-4.1646,0.185151,-0.483377
159,1600,341,921,949,354,967,809,29.1447,2.96254,2.08588,27.5393,1.54912,7.07602,0.302635,-5.34385,0.25624,-4.1432,0.174142,-0.474004
160,1610,339,922,950,352,968,811,29.4026,2.93031,2.05553,27.7785,1.51989,6.9926,0.303252,-5.37697,0.247178,-4.20079,0.18064,-0.521829
161,1620,339,921,950,351,966,811,29.4026,2.96254,2.05553,27.8992,1.57842,6.9926,0.30524,-5.36535,0.240356,-4.1924,0.162264,-0.513488
162,1630,339,921,951,350,969,811,29.4026,2.96254,2.02524,28.0205,1.49071,6.9926,0.307861,-5.37283,0.245572,-4.23679,0.158242,-0.536615
163,1640,338,921,950,350,967,811,29.5327,2.96254,2.05553,28.0205,1.54912,6.9926,0.305219,-5.37229,0.240636,-4.21327,0.16763,-0.527423
164,1650,338,922,952,349,970,811,29.5327,2.93031,1.99501,28.1426,1.4616,6.9926,0.308459,-5.39879,0.246046,-4.26161,0.156951,-0.560414
165,1660,337,922,949,349,967,811,29.6636,2.93031,2.08588,28.1426,1.54912,6.9926,0.300619,-5.38332,0.23833,-4.22033,0.166455,-0.536702
166,1670,337,921,950,351,968,813,29.6636,2.96254,2.05553,27.8992,1.51989,6.90959,0.305199,-5.37922,0.237696,-4.23301,0.208403,-0.545253
167,1680,337,921,951,348,966,812,29.6636,2.96254,2.02524,28.2653,1.57842,6.95105,0.307798,-5.38665,0.230725,-4.24022,0.151169,-0.549956
168,1690,337,921,949,349,968,811,29.6636,2.96254,2.08588,28.1426,1.51989,6.9926,0.302594,-5.37178,0.240667,-4.23002,0.17506,-0.536197
169,1700,338,922,951,348,969,812,29.5327,2.93031,2.02524,28.2653,1.49071,6.95105,0.305852,-5.39134,0.237709,-4.2693,0.143501,-0.563123
170,1710,337,921,950,348,968,811,29.6636,2.96254,2.05553,28.2653,1.51989,6.9926,0.305199,-5.37922,0.238812,-4.24512,0.158411,-0.5464
171,1720,337,921,950,348,968,812,29.6636,2.96254,2.05553,28.2653,1.51989,6.95105,0.305199,-5.37922,0.235158,-4.25556,0.161587,-0.553409
172,1730,337,921,950,348,968,812,29.6636,2.96254,2.05553,28.2653,1.51989,6.95105,0.305199,-5.37922,0.235158,-4.25556,0.161587,-0.553409
